date,rate_type,USD,EUR,JPY,GBP,SGD,AUD,CAD,CNY,CHF,THB,IDR,VND,KHR,MMK,PHP,BND,KRW,HKD,TWD,INR,PKR,NPR,SAR,AED,EGP,NZD,XDR
9/1/2013,middle,3.044,3.979,0.034924,4.8846,2.4787,3.1942,3.0832,0.4891,3.2913,0.1,0.000315,0.000146,0.000758,0.003552,0.074489,2.4783,0.002864,0.392701,0.104814,0.055396,0.031237,0.034596,0.811679,0.828728,0.4697,2.5512,4.6637
10/1/2013,middle,3.0412,3.9691,0.034505,4.8693,2.4752,3.1924,3.0783,0.4885,3.2832,0.100008,0.000315,0.000146,0.000757,0.003549,0.07454,2.4755,0.002865,0.392341,0.104853,0.055497,0.031231,0.034715,0.810935,0.827979,0.467,2.5504,4.6479
11/1/2013,middle,3.0205,4.0081,0.03387,4.8811,2.4697,3.1964,3.073,0.4853,3.3031,0.099654,0.000313,0.000145,0.000752,0.003524,0.074214,2.4698,0.002855,0.389669,0.104371,0.055453,0.031027,0.034596,0.805402,0.82233,0.4618,2.5487,4.6479
14/1/2013,middle,3.0205,4.0389,0.033769,4.8743,2.4635,3.1797,3.0681,0.4859,3.3091,0.099752,0.000313,0.000145,0.000752,0.00352,0.074397,2.4636,0.002861,0.389621,0.104335,0.055159,0.031027,0.034474,0.805402,0.82233,0.4603,2.53,4.6387
15/1/2013,middle,3.006,4.0222,0.03357,4.8347,2.4563,3.1745,3.056,0.4833,3.2621,0.099454,0.000312,0.000144,0.000748,0.003503,0.073903,2.4558,0.002849,0.387736,0.103924,0.055308,0.030888,0.034474,0.801536,0.818382,0.4581,2.5309,4.6164
16/1/2013,middle,3.017,4.0137,0.034088,4.848,2.4619,3.1897,3.0656,0.4855,3.239,0.100651,0.000313,0.000145,0.000751,0.003516,0.074356,2.4618,0.002852,0.389165,0.104178,0.055327,0.03095,0.034525,0.804469,0.821377,0.4583,2.5415,4.6435
17/1/2013,middle,3.013,4.0089,0.033967,4.8232,2.4619,3.1778,3.0562,0.4847,3.2379,0.101294,0.000312,0.000145,0.00075,0.003512,0.074166,2.4617,0.002849,0.388654,0.103932,0.055173,0.030855,0.034432,0.803413,0.820288,0.4577,2.5363,4.6388
18/1/2013,middle,3.012,4.0273,0.033523,4.81,2.4613,3.1757,3.0546,0.4846,3.2179,0.101227,0.000312,0.000144,0.000752,0.00351,0.074123,2.4613,0.002852,0.388515,0.103997,0.055562,0.030839,0.034614,0.803157,0.820038,0.4562,2.5213,4.6331
21/1/2013,middle,3.0155,4.0129,0.03356,4.782,2.4561,3.1652,3.0386,0.4852,3.2308,0.101361,0.000313,0.000145,0.000754,0.003514,0.074319,2.4561,0.002849,0.388964,0.10409,0.056196,0.030855,0.03509,0.80409,0.820991,0.4555,2.5146,4.6333
22/1/2013,middle,3.0365,4.0408,0.033831,4.8071,2.4684,3.1906,3.0582,0.4881,3.2509,0.102033,0.000315,0.000146,0.000759,0.003539,0.074607,2.4682,0.002852,0.391632,0.104815,0.056467,0.031064,0.035293,0.809679,0.826686,0.4587,2.5393,4.6656
23/1/2013,middle,3.039,4.0472,0.034269,4.8139,2.477,3.2078,3.0637,0.4886,3.2688,0.102168,0.000316,0.000146,0.00076,0.003542,0.074806,2.4771,0.002854,0.39196,0.104829,0.056624,0.03109,0.035293,0.810357,0.827389,0.458,2.5591,4.6709
25/1/2013,middle,3.054,4.0824,0.03377,4.8195,2.4794,3.1901,3.0461,0.4911,3.2849,0.102294,0.000317,0.000147,0.000763,0.003559,0.075166,2.4794,0.002853,0.393899,0.104967,0.056834,0.031243,0.035558,0.814357,0.831473,0.4603,2.5562,4.6858
29/1/2013,middle,3.0725,4.1333,0.03396,4.8237,2.4833,3.2057,3.0545,0.4938,3.3177,0.10288,0.000317,0.000147,0.000768,0.003593,0.075076,2.4831,0.002826,0.396076,0.10395,0.057046,0.031448,0.035616,0.81929,0.83651,0.4616,2.5657,4.7196
30/1/2013,middle,3.0715,4.143,0.033814,4.8387,2.4886,3.2129,3.0674,0.4935,3.3304,0.10307,0.000317,0.000147,0.000768,0.003584,0.07543,2.509,0.00284,0.395896,0.104313,0.057293,0.031438,0.035708,0.81899,0.836215,0.4594,2.573,4.7194
31/1/2013,middle,3.094,4.1989,0.033981,4.8877,2.4997,3.2255,3.0863,0.4974,3.3979,0.104,0.000319,0.000149,0.000773,0.003614,0.07616,2.4997,0.002839,0.398812,0.104739,0.058147,0.031685,0.036278,0.825023,0.84234,0.4628,2.5874,4.7668
4/2/2013,middle,3.1065,4.2385,0.033528,4.8766,2.5042,3.2346,3.114,0.4988,3.422,0.104228,0.00032,0.000149,0.000777,0.003629,0.076317,2.5039,0.002843,0.400511,0.104896,0.058437,0.031796,0.036501,0.828356,0.845766,0.4626,2.6247,4.7967
5/2/2013,middle,3.0985,4.1816,0.033588,4.8806,2.5031,3.2362,3.1044,0.4971,3.4042,0.104099,0.00032,0.000149,0.000775,0.003615,0.076355,2.5031,0.00285,0.399564,0.104768,0.058144,0.031676,0.036339,0.826201,0.843565,0.4617,2.6099,4.7666
6/2/2013,middle,3.0895,4.1965,0.032999,4.8361,2.4962,3.2027,3.1014,0.496,3.4042,0.103936,0.000319,0.000148,0.000772,0.003613,0.076021,2.4962,0.002841,0.398434,0.104676,0.058227,0.03159,0.03634,0.823823,0.841138,0.461,2.6114,4.752
7/2/2013,middle,3.1025,4.1929,0.033177,4.8562,2.5034,3.197,3.1146,0.4979,3.4088,0.104181,0.00032,0.000149,0.000776,0.003624,0.076285,2.5033,0.002847,0.400129,0.104885,0.058461,0.031691,0.036476,0.827267,0.844677,0.4629,2.594,4.7633
8/2/2013,middle,3.1025,4.1563,0.033116,4.8748,2.4994,3.1844,3.1061,0.4978,3.3785,0.104233,0.00032,0.000149,0.000776,0.003624,0.07635,2.4997,0.002834,0.400023,0.104779,0.05829,0.031684,0.036433,0.827245,0.844677,0.4621,2.5845,4.7688
13/2/2013,middle,3.0925,4.1602,0.033144,4.8472,2.4989,3.1981,3.0859,0.4962,3.3726,0.103515,0.000321,0.000148,0.000773,0.003617,0.076011,2.4991,0.002851,0.398736,0.104076,0.057524,0.031508,0.03589,0.824623,0.841955,0.4603,2.6006,4.733
14/2/2013,middle,3.0857,4.1486,0.033072,4.7909,2.4995,3.1958,3.0816,0.4951,3.3627,0.103549,0.00032,0.000148,0.000771,0.003605,0.075836,2.4995,0.002843,0.397884,0.103915,0.057506,0.031439,0.035832,0.822823,0.840117,0.4586,2.6164,4.7293
15/2/2013,middle,3.1005,4.1399,0.033375,4.8059,2.5076,3.2076,3.0977,0.4975,3.363,0.103904,0.000321,0.000149,0.000775,0.003622,0.076301,2.5078,0.00287,0.399858,0.104711,0.05763,0.031599,0.035937,0.826734,0.84411,0.4607,2.6376,4.7302
18/2/2013,middle,3.101,4.137,0.033049,4.803,2.5008,3.1895,3.0793,0.4976,3.3581,0.10373,0.000321,0.000149,0.000775,0.003623,0.076345,2.5007,0.002869,0.399868,0.104888,0.057246,0.031604,0.035744,0.826878,0.844246,0.4607,2.6176,4.7336
19/2/2013,middle,3.1,4.1371,0.033033,4.7955,2.501,3.2,3.0675,0.4966,3.357,0.103714,0.00032,0.000149,0.000775,0.003621,0.076308,2.5011,0.002864,0.39976,0.104518,0.057248,0.031584,0.035761,0.826612,0.843997,0.4605,2.6192,4.732
20/2/2013,middle,3.0955,4.1539,0.033047,4.7771,2.5029,3.2014,3.0591,0.4957,3.3608,0.103754,0.000319,0.000148,0.000774,0.003612,0.076159,2.5029,0.002869,0.399195,0.104542,0.057218,0.031539,0.035709,0.825401,0.84276,0.4598,2.6179,4.7213
21/2/2013,middle,3.098,4.1155,0.033019,4.7187,2.5015,3.1756,3.0474,0.4967,3.3393,0.103873,0.00032,0.000148,0.000774,0.003611,0.076193,2.5015,0.002864,0.399495,0.104768,0.057291,0.03158,0.035808,0.826045,0.843429,0.4602,2.585,4.7245
22/2/2013,middle,3.109,4.0991,0.033349,4.7398,2.5088,3.1937,3.0534,0.4982,3.34,0.104067,0.00032,0.000149,0.000777,0.003628,0.076351,2.5088,0.002856,0.400866,0.104989,0.057224,0.031676,0.035671,0.829022,0.846447,0.4617,2.594,4.7168
25/2/2013,middle,3.102,4.0911,0.03297,4.6941,2.5042,3.1912,3.0323,0.4975,3.3308,0.104007,0.000319,0.000148,0.000775,0.003607,0.076254,2.5039,0.002853,0.399894,0.104709,0.057159,0.031605,0.035784,0.827156,0.844541,0.4607,2.5958,4.703
26/2/2013,middle,3.1035,4.0602,0.033524,4.7063,2.5049,3.1902,3.0259,0.4978,3.3294,0.10397,0.00032,0.000148,0.000776,0.003609,0.076291,2.5051,0.002853,0.400101,0.104645,0.057675,0.031604,0.036008,0.827545,0.84495,0.4606,2.5875,4.7117
27/2/2013,middle,3.1,4.0484,0.033674,4.6909,2.5036,3.1705,3.0222,0.4976,3.3271,0.103957,0.000319,0.000148,0.000775,0.003605,0.076074,2.5035,0.002855,0.399562,0.104377,0.057307,0.031575,0.035819,0.82659,0.843997,0.4601,2.5603,4.6896
28/2/2013,middle,3.091,4.0637,0.033413,4.6877,2.5,3.1675,3.0222,0.4964,3.3276,0.103603,0.000319,0.000148,0.000773,0.003594,0.075946,2.4999,0.002858,0.398489,0.104267,0.057384,0.031477,0.035868,0.824212,0.841546,0.4587,2.5621,4.6807
1/3/2013,middle,3.093,4.0413,0.033398,4.6901,2.5002,3.158,3.002,0.4972,3.3027,0.103949,0.00032,0.000148,0.000773,0.003596,0.07607,2.5003,0.002852,0.398788,0.1043,0.05693,0.031491,0.035557,0.824712,0.842102,0.4589,2.551,4.6854
4/3/2013,middle,3.1085,4.0446,0.033202,4.6729,2.4994,3.1665,3.0227,0.4995,3.2978,0.1044,0.000321,0.000149,0.000777,0.00361,0.076385,2.4995,0.002847,0.400838,0.104822,0.056631,0.031639,0.035385,0.828889,0.846311,0.4612,2.5583,4.6861
5/3/2013,middle,3.1025,4.0426,0.033223,4.6924,2.4908,3.1677,3.0226,0.4984,3.2981,0.104006,0.00032,0.000149,0.000775,0.003607,0.076088,2.4909,0.002853,0.400026,0.104514,0.056553,0.031594,0.035345,0.827267,0.844677,0.4602,2.5679,4.6732
6/3/2013,middle,3.1025,4.0525,0.033315,4.6978,2.4925,3.1898,3.0234,0.4987,3.2986,0.104163,0.00032,0.000148,0.000775,0.003599,0.076238,2.4925,0.00286,0.40001,0.104655,0.056625,0.031587,0.035305,0.827256,0.844654,0.46,2.5839,4.6834
7/3/2013,middle,3.1113,4.0376,0.03309,4.6619,2.4907,3.1809,3.0126,0.5004,3.2797,0.104387,0.000321,0.000149,0.000777,0.003609,0.076444,2.4901,0.002863,0.401131,0.10495,0.056847,0.031699,0.035538,0.8296,0.84706,0.4609,2.5722,4.6941
8/3/2013,middle,3.1065,4.0701,0.032717,4.6646,2.4934,3.1885,3.0166,0.4994,3.2936,0.104473,0.000321,0.000148,0.000776,0.003604,0.076261,2.4931,0.00285,0.400495,0.104834,0.057031,0.031673,0.035585,0.828345,0.845766,0.4598,2.5731,4.677
11/3/2013,middle,3.1135,4.0457,0.032393,4.6444,2.4901,3.1817,3.0278,0.501,3.2708,0.104568,0.000321,0.000149,0.000778,0.003608,0.076536,2.491,0.00283,0.4014,0.104867,0.057371,0.031852,0.035846,0.8302,0.847649,0.4609,2.5576,4.6948
12/3/2013,middle,3.1075,4.0491,0.032187,4.6322,2.49,3.1939,3.028,0.4998,3.275,0.104559,0.00032,0.000148,0.000776,0.003601,0.07638,2.4899,0.002836,0.400603,0.104683,0.057218,0.031725,0.035695,0.828611,0.846039,0.4595,2.5646,4.6642
13/3/2013,middle,3.1037,4.044,0.032316,4.626,2.489,3.2038,3.0248,0.4993,3.2773,0.104839,0.00032,0.000148,0.000775,0.003588,0.076419,2.4891,0.00283,0.40012,0.104662,0.057349,0.031703,0.035804,0.827634,0.844995,0.4589,2.5586,4.6607
14/3/2013,middle,3.109,4.0347,0.032423,4.6473,2.4923,3.2256,3.0274,0.5003,3.2682,0.104927,0.000321,0.000148,0.000776,0.003582,0.076633,2.4923,0.002821,0.40074,0.10468,0.057245,0.031757,0.035782,0.829022,0.846447,0.459,2.5486,4.672
15/3/2013,middle,3.115,4.0506,0.032392,4.6977,2.4946,3.2301,3.0459,0.5012,3.2881,0.105148,0.000321,0.000149,0.000778,0.003572,0.076667,2.4943,0.002814,0.401537,0.104865,0.057483,0.031835,0.035818,0.830633,0.848081,0.4594,2.5559,4.6659
18/3/2013,middle,3.1325,4.0436,0.033,4.7255,2.5027,3.2439,3.0591,0.5041,3.3171,0.105899,0.000323,0.00015,0.000782,0.003592,0.077136,2.5025,0.002809,0.403631,0.10533,0.057999,0.031912,0.03624,0.835267,0.852845,0.4619,2.5774,4.7199
19/3/2013,middle,3.125,4.0506,0.032733,4.7208,2.5029,3.2506,3.0585,0.5028,3.3027,0.106274,0.000322,0.000149,0.00078,0.003563,0.076772,2.5032,0.002819,0.402639,0.104993,0.057795,0.031855,0.036058,0.833256,0.850803,0.4603,2.5819,4.6956
20/3/2013,middle,3.1285,4.0262,0.032959,4.7254,2.4991,3.2428,3.0465,0.5033,3.3022,0.106811,0.000322,0.000149,0.000781,0.003551,0.076896,2.4991,0.0028,0.403072,0.105107,0.057456,0.031859,0.035961,0.834222,0.851756,0.4608,2.576,4.6993
21/3/2013,middle,3.1175,4.0331,0.03252,4.7091,2.4944,3.2349,3.0404,0.5019,3.3012,0.107039,0.000321,0.000149,0.000779,0.003538,0.076541,2.4945,0.002795,0.401631,0.104746,0.057333,0.031746,0.035839,0.831289,0.848761,0.4589,2.5733,4.6787
22/3/2013,middle,3.12,4.0265,0.032839,4.7352,2.4964,3.254,3.0464,0.5021,3.2974,0.106923,0.000321,0.000149,0.000779,0.003541,0.076574,2.4963,0.002794,0.401914,0.104645,0.057385,0.031772,0.035921,0.831956,0.849442,0.459,2.5944,4.6862
25/3/2013,middle,3.0975,4.0359,0.032684,4.7235,2.4861,3.2333,3.0292,0.4986,3.2968,0.105988,0.000318,0.000148,0.000774,0.003512,0.075845,2.4857,0.002781,0.399008,0.103786,0.057007,0.03152,0.035629,0.825945,0.843328,0.4556,2.5858,4.6591
26/3/2013,middle,3.0965,3.9816,0.032912,4.6988,2.4927,3.2406,3.0327,0.4986,3.2641,0.105755,0.000318,0.000148,0.000773,0.003519,0.075848,2.4927,0.002793,0.398938,0.103701,0.057163,0.031501,0.035725,0.825667,0.843044,0.4554,2.586,4.6636
27/3/2013,middle,3.0945,3.9803,0.032703,4.6927,2.4926,3.242,3.0447,0.4982,3.2641,0.105506,0.000318,0.000148,0.000773,0.003516,0.075347,2.4926,0.002794,0.398807,0.103807,0.057015,0.031448,0.035574,0.825156,0.842499,0.4552,2.5963,4.6422
28/3/2013,middle,3.096,3.9567,0.032828,4.6884,2.4917,3.2355,3.0478,0.4982,3.2468,0.10581,0.000318,0.000148,0.000773,0.003518,0.075845,2.4917,0.002791,0.398799,0.103597,0.05688,0.031463,0.035592,0.825556,0.842908,0.4553,2.5917,4.6321
29/3/2013,middle,3.0885,3.9624,0.032806,4.6988,2.4881,3.215,3.0397,0.497,3.255,0.105248,0.000318,0.000147,0.000771,0.00351,0.075606,2.4882,0.002777,0.397846,0.103277,0.056894,0.031371,0.035558,0.823567,0.840866,0.454,2.5857,4.6266
1/4/2013,middle,3.0965,3.961,0.032837,4.7034,2.4929,3.2239,3.0435,0.4986,3.2554,0.105719,0.000319,0.000148,0.000773,0.003535,0.075895,2.4931,0.002776,0.398874,0.103788,0.057042,0.031453,0.035651,0.825678,0.843044,0.4552,2.5916,4.6423
2/4/2013,middle,3.0855,3.9701,0.033151,4.7021,2.4937,3.2222,3.0366,0.497,3.2644,0.105271,0.000317,0.000147,0.000771,0.003522,0.075551,2.4934,0.002774,0.397462,0.103298,0.05696,0.031341,0.035524,0.822756,0.840049,0.4531,2.5872,4.6363
3/4/2013,middle,3.0915,3.9593,0.033027,4.6638,2.4945,3.2342,3.046,0.4987,3.2556,0.105082,0.000318,0.000148,0.000772,0.003533,0.075642,2.4941,0.002754,0.398289,0.103395,0.056923,0.031434,0.035609,0.824367,0.841683,0.454,2.599,4.6411
4/4/2013,middle,3.0815,3.9582,0.033172,4.6649,2.4896,3.2294,3.0393,0.4969,3.2607,0.104902,0.000316,0.000147,0.00077,0.003526,0.075333,2.4896,0.002743,0.397014,0.103164,0.056593,0.031322,0.03538,0.821711,0.83896,0.452,2.5942,4.6203
5/4/2013,middle,3.067,3.967,0.031674,4.6743,2.4723,3.1941,3.0278,0.4946,3.2645,0.104819,0.000315,0.000147,0.000766,0.003505,0.074532,2.4723,0.002725,0.395089,0.102404,0.055875,0.031175,0.034933,0.817823,0.835012,0.4485,2.5783,4.5867
8/4/2013,middle,3.0585,3.9725,0.031059,4.6913,2.463,3.1718,3.0071,0.4932,3.2734,0.104386,0.000314,0.000146,0.000764,0.003491,0.074308,2.4633,0.002692,0.393911,0.102069,0.055864,0.031076,0.034876,0.815557,0.832698,0.4473,2.5728,4.5917
9/4/2013,middle,3.055,3.9894,0.030787,4.6651,2.4631,3.1861,3.0054,0.4925,3.2768,0.10457,0.000313,0.000146,0.000763,0.003487,0.073953,2.4632,0.002686,0.393503,0.101647,0.056056,0.031031,0.034996,0.814612,0.831791,0.446,2.5931,4.593
10/4/2013,middle,3.025,3.9578,0.030506,4.6341,2.4427,3.1708,2.9763,0.4877,3.2447,0.104653,0.000311,0.000145,0.000755,0.003453,0.073422,2.4428,0.002656,0.389679,0.100783,0.055418,0.030736,0.034636,0.806624,0.823634,0.4417,2.5788,4.5481
11/4/2013,middle,3.0355,3.9612,0.030475,4.6522,2.4515,3.1999,2.9906,0.4901,3.2512,0.10442,0.000314,0.000145,0.000758,0.003449,0.073946,2.4516,0.00269,0.391072,0.101335,0.055841,0.030864,0.0348,0.809424,0.826492,0.4425,2.6079,4.5698
12/4/2013,middle,3.0375,3.9823,0.030486,4.6753,2.4532,3.2024,3.0068,0.4902,3.2653,0.104471,0.000313,0.000146,0.000759,0.003463,0.073905,2.4531,0.002685,0.391342,0.101504,0.055934,0.030932,0.034823,0.809978,0.827026,0.4421,2.6218,4.5791
15/4/2013,middle,3.038,3.9802,0.030824,4.6709,2.4569,3.1954,2.9965,0.4906,3.2723,0.104705,0.000313,0.000146,0.000759,0.003464,0.073613,2.4568,0.002689,0.391396,0.101436,0.055774,0.030905,0.034825,0.81009,0.827173,0.4423,2.6024,4.5731
16/4/2013,middle,3.0485,3.9766,0.031501,4.661,2.4613,3.1493,2.9778,0.4928,3.2751,0.105066,0.000314,0.000146,0.000761,0.003476,0.073939,2.4613,0.002719,0.392711,0.101854,0.055885,0.031012,0.034877,0.812901,0.830021,0.4427,2.5703,4.5948
17/4/2013,middle,3.034,3.9988,0.030967,4.6601,2.4579,3.1463,2.968,0.4907,3.2889,0.104874,0.000312,0.000145,0.000758,0.003459,0.07332,2.458,0.002725,0.390866,0.101667,0.056185,0.03084,0.035016,0.809045,0.826084,0.4406,2.5733,4.5749
18/4/2013,middle,3.0385,3.9587,0.031064,4.6296,2.4575,3.1252,2.9585,0.4923,3.2567,0.105302,0.000313,0.000145,0.000759,0.003465,0.073678,2.4574,0.002704,0.39141,0.101741,0.056045,0.030885,0.035031,0.810223,0.827309,0.4409,2.5607,4.5837
19/4/2013,middle,3.0375,3.9652,0.030943,4.6405,2.4574,3.1253,2.9615,0.4914,3.2577,0.105763,0.000313,0.000145,0.000759,0.003463,0.073726,2.4574,0.002707,0.391246,0.101657,0.056407,0.030875,0.035182,0.809968,0.827037,0.44,2.5548,4.5705
22/4/2013,middle,3.0355,3.9651,0.03041,4.6184,2.4523,3.1216,2.9592,0.4914,3.2531,0.106025,0.000313,0.000145,0.000758,0.003461,0.073839,2.4526,0.002704,0.390969,0.101845,0.056275,0.030849,0.035159,0.809424,0.826492,0.4397,2.5541,4.5714
23/4/2013,middle,3.052,3.9842,0.030755,4.6667,2.4606,3.1288,2.9751,0.4936,3.264,0.106138,0.000314,0.000146,0.000762,0.00346,0.073943,2.4604,0.002728,0.393099,0.102347,0.056424,0.031016,0.035232,0.813802,0.830928,0.4412,2.5683,4.584
24/4/2013,middle,3.0555,3.9718,0.030684,4.6541,2.4613,3.1372,2.9763,0.4945,3.2333,0.105983,0.000314,0.000146,0.000763,0.003468,0.073804,2.4616,0.002727,0.393527,0.102516,0.056183,0.031052,0.035114,0.814767,0.831881,0.4417,2.5729,4.5866
25/4/2013,middle,3.0495,3.9727,0.03065,4.6644,2.4548,3.1366,2.9745,0.4936,3.2191,0.105391,0.000314,0.000146,0.000762,0.003442,0.073865,2.4548,0.002732,0.392762,0.102418,0.056181,0.030975,0.035045,0.813167,0.830236,0.4403,2.5866,4.5797
26/4/2013,middle,3.0315,3.9426,0.030561,4.6817,2.4503,3.1237,2.9735,0.4912,3.2093,0.103854,0.000312,0.000145,0.000757,0.003421,0.073473,2.45,0.002733,0.390428,0.10226,0.056025,0.030792,0.034942,0.808346,0.825347,0.4377,2.5812,4.5667
29/4/2013,middle,3.032,3.9551,0.030986,4.6961,2.4521,3.1177,2.9831,0.4918,3.218,0.103676,0.000312,0.000145,0.000757,0.003422,0.073512,2.4522,0.002734,0.390546,0.102585,0.055756,0.030788,0.034848,0.808479,0.825472,0.4378,2.5751,4.5609
30/4/2013,middle,3.0295,3.9664,0.030946,4.6932,2.4563,3.1354,2.994,0.4914,3.2316,0.103555,0.000312,0.000145,0.000757,0.003415,0.073639,2.4559,0.002745,0.390339,0.102765,0.055885,0.030756,0.034915,0.807802,0.824803,0.4369,2.5919,4.5722
2/5/2013,middle,3.0505,4.0187,0.031364,4.7464,2.473,3.13,3.0272,0.4948,3.2898,0.103776,0.000314,0.000146,0.000762,0.003443,0.074113,2.4729,0.002772,0.393121,0.103232,0.056843,0.030985,0.035435,0.813402,0.83052,0.4399,2.5914,4.6216
3/5/2013,middle,3.046,3.9819,0.031074,4.7336,2.468,3.126,3.0149,0.4948,3.2595,0.103342,0.000313,0.000145,0.000761,0.003438,0.074202,2.4677,0.002766,0.392541,0.10301,0.05659,0.030949,0.035375,0.812213,0.829295,0.4388,2.5952,4.612
6/5/2013,middle,2.9885,3.9251,0.030164,4.66,2.4292,3.0801,2.966,0.4855,3.1985,0.10098,0.000307,0.000143,0.000746,0.003365,0.073131,2.4294,0.002731,0.385168,0.101202,0.055538,0.030396,0.03463,0.79688,0.813618,0.4305,2.5561,4.5154
7/5/2013,middle,2.961,3.8724,0.029849,4.6042,2.4046,3.0322,2.9414,0.4802,3.1554,0.10022,0.000304,0.000141,0.000739,0.003334,0.072334,2.4045,0.002705,0.381597,0.10011,0.054742,0.030107,0.034157,0.789537,0.806153,0.4266,2.5206,4.4622
8/5/2013,middle,2.979,3.8955,0.030124,4.6099,2.4169,3.0298,2.9634,0.4841,3.1663,0.100557,0.000306,0.000142,0.000744,0.003343,0.072908,2.4167,0.002735,0.383835,0.100915,0.055156,0.030281,0.034393,0.794336,0.811054,0.4292,2.5158,4.4962
9/5/2013,middle,2.964,3.9003,0.029977,4.6062,2.4151,3.0191,2.9568,0.4826,3.1697,0.101057,0.000305,0.000142,0.00074,0.003323,0.072701,2.4146,0.002728,0.381981,0.100988,0.054848,0.030107,0.0342,0.790337,0.80697,0.4265,2.5022,4.4745
10/5/2013,middle,2.9875,3.8927,0.029622,4.6143,2.4205,3.0095,2.9647,0.4873,3.1439,0.101426,0.000307,0.000143,0.000746,0.003334,0.073178,2.4205,0.002717,0.384995,0.101598,0.055064,0.030345,0.034415,0.796571,0.81339,0.4295,2.5031,4.5164
13/5/2013,middle,3.0,3.8897,0.029446,4.6038,2.4197,2.9957,2.9649,0.4885,3.1301,0.100587,0.000308,0.000143,0.000749,0.003348,0.072948,2.4198,0.002693,0.386561,0.100756,0.054735,0.030479,0.034213,0.799915,0.816771,0.4317,2.4801,4.4996
14/5/2013,middle,2.9845,3.8861,0.029421,4.5742,2.4094,2.9802,2.957,0.4856,3.1319,0.100522,0.000306,0.000143,0.000745,0.003316,0.072483,2.4095,0.002688,0.384534,0.100017,0.054501,0.0303,0.034083,0.795803,0.812551,0.4285,2.4706,4.4735
15/5/2013,middle,3.0005,3.8828,0.029386,4.5717,2.4149,2.9741,2.9453,0.4885,3.1111,0.100959,0.000308,0.000143,0.000749,0.003312,0.072916,2.4152,0.002698,0.386585,0.100368,0.054764,0.030456,0.034211,0.800059,0.816907,0.4308,2.4657,4.4914
16/5/2013,middle,3.007,3.8729,0.029441,4.5824,2.4155,2.9789,2.9607,0.4893,3.1138,0.101246,0.000308,0.000144,0.000751,0.003276,0.072853,2.4154,0.002698,0.387405,0.100384,0.054887,0.030522,0.034308,0.801813,0.818677,0.4315,2.4845,4.4815
17/5/2013,middle,3.01,3.8773,0.029441,4.5973,2.4042,2.9558,2.9547,0.4895,3.1193,0.101142,0.000309,0.000143,0.000752,0.003279,0.07297,2.4042,0.002693,0.387704,0.100375,0.054942,0.030565,0.034342,0.802613,0.819494,0.4315,2.455,4.4875
20/5/2013,middle,3.0235,3.8763,0.029393,4.5862,2.4027,2.9456,2.9366,0.4923,3.1122,0.10129,0.00031,0.000144,0.000755,0.003258,0.073324,2.4027,0.0027,0.389461,0.100683,0.055078,0.030695,0.034434,0.806202,0.823169,0.4334,2.4443,4.5092
21/5/2013,middle,3.0145,3.8792,0.029395,4.5906,2.3991,2.9456,2.9367,0.491,3.1092,0.101243,0.000309,0.000144,0.000753,0.003245,0.07315,2.3992,0.002703,0.388341,0.100584,0.054702,0.030635,0.034191,0.803802,0.820719,0.4318,2.4547,4.4939
22/5/2013,middle,3.02,3.9038,0.029425,4.578,2.3981,2.9575,2.941,0.4922,3.1152,0.101376,0.000309,0.000144,0.000754,0.003261,0.073257,2.3981,0.002713,0.389123,0.101058,0.054601,0.030666,0.034064,0.805258,0.822216,0.4326,2.4648,4.5004
23/5/2013,middle,3.0365,3.8954,0.02934,4.562,2.3936,2.9308,2.9238,0.4953,3.0933,0.101521,0.000311,0.000146,0.000758,0.003227,0.073559,2.3935,0.002705,0.391218,0.101709,0.054603,0.030812,0.034215,0.80969,0.826708,0.4349,2.4426,4.5306
27/5/2013,middle,3.0405,3.9291,0.030143,4.6,2.4018,2.9242,2.9437,0.4959,3.1624,0.101519,0.000313,0.000145,0.000759,0.003217,0.073045,2.4018,0.002695,0.391653,0.101486,0.054577,0.030899,0.03416,0.810746,0.827797,0.4355,2.4531,4.5461
28/5/2013,middle,3.0355,3.9152,0.029878,4.5771,2.402,2.917,2.9307,0.4959,3.1415,0.101488,0.00031,0.000145,0.000758,0.003202,0.072881,2.4022,0.002702,0.390994,0.10159,0.054622,0.030817,0.034142,0.809424,0.826436,0.4348,2.4498,4.5386
29/5/2013,middle,3.0555,3.9275,0.029872,4.5923,2.4065,2.9241,2.9347,0.4991,3.1342,0.101562,0.000312,0.000146,0.000763,0.00323,0.07288,2.4066,0.002702,0.393537,0.101799,0.054553,0.030995,0.034126,0.814757,0.831881,0.4377,2.4638,4.5627
30/5/2013,middle,3.077,3.9821,0.030381,4.6513,2.428,2.9587,2.9699,0.5022,3.1926,0.10177,0.000314,0.000146,0.000768,0.003284,0.072417,2.4279,0.002723,0.396329,0.102567,0.054819,0.031239,0.034236,0.82049,0.837735,0.4407,2.4905,4.5966
31/5/2013,middle,3.0715,4.0049,0.030334,4.6759,2.4395,2.9685,2.98,0.501,3.2177,0.101975,0.000313,0.000146,0.000767,0.003278,0.072629,2.4393,0.00273,0.395641,0.10264,0.054566,0.031151,0.034049,0.819023,0.836237,0.4398,2.4825,4.5973
