date,rate_type,USD,EUR,JPY,GBP,SGD,AUD,CAD,CNY,CHF,THB,IDR,VND,KHR,MMK,PHP,BND,KRW,HKD,TWD,INR,PKR,NPR,SAR,AED,EGP,NZD,XDR
1/8/2005,middle,3.7509,4.5517,0.033326,6.5876,2.2533,,,0.4627,2.9112,,,,,,,,,0.482393,,,,,,,,,
2/8/2005,middle,3.7481,4.5725,0.033425,6.6313,2.2594,,,0.4625,2.9343,,,,,,,,,0.482253,,,,,,,,,
3/8/2005,middle,3.7467,4.5579,0.033556,6.6269,2.2619,,,0.4623,2.9283,,,,,,,,,0.481928,,,,,,,,,
4/8/2005,middle,3.7523,4.6253,0.033753,6.6756,2.2727,,,0.463,2.9727,,,,,,,,,0.482789,,,,,,,,,
5/8/2005,middle,3.7552,4.649,0.033725,6.689,2.2732,,,0.4635,2.9842,,,,,,,,,0.483068,,,,,,,,,
8/8/2005,middle,3.7495,4.6296,0.03336,6.6578,2.265,,,0.4627,2.9665,,,,,,,,,0.482486,,,,,,,,,
9/8/2005,middle,3.7467,4.6382,0.033468,6.6934,2.2665,,,0.4621,2.978,,,,,,,,,0.48216,,,,,,,,,
10/8/2005,middle,3.7453,4.6275,0.033553,6.6979,2.2686,,,0.4621,2.9709,,,,,,,,,0.482021,,,,,,,,,
11/8/2005,middle,3.7481,4.6447,0.033906,6.7385,2.2753,,,0.4623,2.9842,,,,,,,,,0.482393,,,,,,,,,
12/8/2005,middle,3.7495,4.6707,0.034128,6.7889,2.2738,,,0.4629,3.0084,,,,,,,,,0.482579,,,,,,,,,
15/8/2005,middle,3.7495,4.6577,0.034215,6.8027,2.2681,,,0.463,3.003,,,,,,,,,0.482625,,,,,,,,,
16/8/2005,middle,3.758,4.6361,0.034371,6.7935,2.2671,,,0.4641,2.9886,,,,,,,,,0.483723,,,,,,,,,
17/8/2005,middle,3.7665,4.6533,0.034391,6.8166,2.2712,,,0.4649,2.9976,,,,,,,,,0.484614,,,,,,,,,
18/8/2005,middle,3.7679,4.6189,0.034206,6.7981,2.2686,,,0.4652,2.9833,,,,,,,,,0.484896,,,,,,,,,
19/8/2005,middle,3.7679,4.5935,0.034115,6.7568,2.2609,,,0.4652,2.9656,,,,,,,,,0.484966,,,,,,,,,
22/8/2005,middle,3.7665,4.583,0.034107,6.7659,2.2573,,,0.4648,2.9568,,,,,,,,,0.484754,,,,,,,,,
23/8/2005,middle,3.7679,4.6019,0.034353,6.7843,2.2604,,,0.4649,2.963,,,,,,,,,0.484801,,,,,,,,,
24/8/2005,middle,3.7693,4.6041,0.034209,6.7797,2.2568,,,0.4653,2.963,,,,,,,,,0.484896,,,,,,,,,
25/8/2005,middle,3.7693,4.6318,0.034183,6.7889,2.2517,,,0.4653,2.9878,,,,,,,,,0.484919,,,,,,,,,
26/8/2005,middle,3.7693,4.6318,0.034191,6.7843,2.2517,,,0.4653,2.9967,,,,,,,,,0.484943,,,,,,,,,
29/8/2005,middle,3.7665,4.649,0.034233,6.812,2.2467,,,0.4653,3.0111,,,,,,,,,0.484825,,,,,,,,,
30/8/2005,middle,3.7693,4.6083,0.034085,6.7659,2.2457,,,0.4656,2.9744,,,,,,,,,0.485107,,,,,,,,,
1/9/2005,middle,3.7693,4.649,0.03407,6.7981,2.2411,,,0.4654,3.0057,,,,,,,,,0.485107,,,,,,,,,
2/9/2005,middle,3.7679,4.7037,0.034283,6.9013,2.2467,,,0.4655,3.0506,,,,,,,,,0.48506,,,,,,,,,
5/9/2005,middle,3.7594,4.7125,0.034265,6.9156,2.2462,,,0.4654,3.059,,,,,,,,,0.483863,,,,,,,,,
6/9/2005,middle,3.7594,4.697,0.034406,6.9204,2.2452,,,0.4655,3.0423,,,,,,,,,0.48398,,,,,,,,,
7/9/2005,middle,3.7693,4.697,0.034397,6.9348,2.2492,,,0.4667,3.0414,,,,,,,,,0.485201,,,,,,,,,
8/9/2005,middle,3.7693,4.6795,0.034194,6.9156,2.2472,,,0.4667,3.0321,,,,,,,,,0.485248,,,,,,,,,
9/9/2005,middle,3.7693,4.6685,0.034058,6.9156,2.2447,,,0.4666,3.0248,,,,,,,,,0.485343,,,,,,,,,
12/9/2005,middle,3.7679,4.6707,0.034426,6.9348,2.2517,,,0.4664,3.0266,,,,,,,,,0.485413,,,,,,,,,
13/9/2005,middle,3.7693,4.6275,0.034138,6.8587,2.2457,,,0.4667,2.9958,,,,,,,,,0.485531,,,,,,,,,
14/9/2005,middle,3.7693,4.6296,0.034065,6.8729,2.2432,,,0.4666,2.9931,,,,,,,,,0.485696,,,,,,,,,
15/9/2005,middle,3.7693,4.6232,0.03411,6.8729,2.2452,,,0.4667,2.9931,,,,,,,,,0.48572,,,,,,,,,
16/9/2005,middle,3.7693,4.6083,0.034024,6.812,2.2442,,,0.4669,2.9753,,,,,,,,,0.485767,,,,,,,,,
19/9/2005,middle,3.7693,4.5872,0.033821,6.7981,2.2406,,,0.467,2.9586,,,,,,,,,0.485673,,,,,,,,,
20/9/2005,middle,3.7693,4.5767,0.033803,6.7889,2.2416,,,0.4668,2.9464,,,,,,,,,0.485743,,,,,,,,,
21/9/2005,middle,3.7693,4.5746,0.033715,6.7797,2.2427,,,0.4669,2.9438,,,,,,,,,0.485602,,,,,,,,,
22/9/2005,middle,3.7693,4.6189,0.033841,6.8306,2.2447,,,0.4668,2.9753,,,,,,,,,0.485673,,,,,,,,,
23/9/2005,middle,3.7693,4.5767,0.033765,6.7476,2.2396,,,0.467,2.9455,,,,,,,,,0.485767,,,,,,,,,
26/9/2005,middle,3.7693,4.531,0.033545,6.68,2.2356,,,0.4668,2.9095,,,,,,,,,0.485814,,,,,,,,,
27/9/2005,middle,3.7693,4.5517,0.033523,6.6979,2.2316,,,0.4667,2.9231,,,,,,,,,0.485932,,,,,,,,,
28/9/2005,middle,3.7693,4.5331,0.033285,6.6667,2.2257,,,0.467,2.9121,,,,,,,,,0.485909,,,,,,,,,
29/9/2005,middle,3.7693,4.5393,0.033323,6.6622,2.2311,,,0.4669,2.918,,,,,,,,,0.485814,,,,,,,,,
30/9/2005,middle,3.7693,4.5331,0.033316,6.6313,2.2306,,,0.4667,2.9112,,,,,,,,,0.485838,,,,,,,,,
3/10/2005,middle,3.7693,4.5126,0.03308,6.6269,2.2252,,,0.4667,2.9011,,,,,,,,,0.485885,,,,,,,,,
4/10/2005,middle,3.7707,4.4924,0.033005,6.6181,2.2242,,,0.4668,2.8944,,,,,,,,,0.486003,,,,,,,,,
5/10/2005,middle,3.7722,4.4964,0.03303,6.6357,2.2292,,,0.467,2.8986,,,,,,,,,0.486216,,,,,,,,,
6/10/2005,middle,3.7722,4.5475,0.033146,6.6934,2.2326,,,0.467,2.9429,,,,,,,,,0.486263,,,,,,,,,
7/10/2005,middle,3.7693,4.5851,0.033213,6.6934,2.2411,,,0.4668,2.9612,,,,,,,,,0.486098,,,,,,,,,
10/10/2005,middle,3.7693,4.5704,0.033124,6.6357,2.2386,,,0.467,2.9481,,,,,,,,,0.486003,,,,,,,,,
11/10/2005,middle,3.7722,4.5372,0.033053,6.605,2.2356,,,0.4673,2.93,,,,,,,,,0.486169,,,,,,,,,
12/10/2005,middle,3.7722,4.5126,0.032884,6.5703,2.2302,,,0.4673,2.9163,,,,,,,,,0.486121,,,,,,,,,
13/10/2005,middle,3.7722,4.531,0.03292,6.6007,2.2292,,,0.4672,2.9283,,,,,,,,,0.486145,,,,,,,,,
14/10/2005,middle,3.7722,4.529,0.032874,6.6094,2.2306,,,0.4672,2.9223,,,,,,,,,0.486169,,,,,,,,,
17/10/2005,middle,3.7736,4.5704,0.033131,6.6845,2.2366,,,0.4674,2.9472,,,,,,,,,0.486452,,,,,,,,,
18/10/2005,middle,3.7736,4.5269,0.032741,6.6094,2.2292,,,0.4676,2.9138,,,,,,,,,0.4865,,,,,,,,,
19/10/2005,middle,3.7736,4.5045,0.032589,6.5876,2.2257,,,0.4673,2.8994,,,,,,,,,0.486334,,,,,,,,,
20/10/2005,middle,3.7736,4.5208,0.03267,6.6489,2.2267,,,0.4673,2.9112,,,,,,,,,0.486405,,,,,,,,,
21/10/2005,middle,3.7736,4.5517,0.032765,6.7114,2.2306,,,0.4674,2.9429,,,,,,,,,0.486523,,,,,,,,,
24/10/2005,middle,3.775,4.5065,0.032564,6.6667,2.2247,,,0.4676,2.9197,,,,,,,,,0.486736,,,,,,,,,
25/10/2005,middle,3.775,4.5126,0.032657,6.6667,2.2277,,,0.4674,2.9248,,,,,,,,,0.48676,,,,,,,,,
26/10/2005,middle,3.775,4.5662,0.032806,6.734,2.2341,,,0.4675,2.956,,,,,,,,,0.486713,,,,,,,,,
27/10/2005,middle,3.775,4.56,0.032583,6.7159,2.2306,,,0.4677,2.9472,,,,,,,,,0.48676,,,,,,,,,
28/10/2005,middle,3.775,4.5851,0.032738,6.734,2.2381,,,0.4678,2.9674,,,,,,,,,0.48676,,,,,,,,,
31/10/2005,middle,3.775,4.5517,0.032609,6.7024,2.2311,,,0.4671,2.9472,,,,,,,,,0.486831,,,,,,,,,
7/11/2005,middle,3.7764,4.4603,0.032026,6.605,2.2222,,,0.468,2.886,,,,,,,,,0.487045,,,,,,,,,
8/11/2005,middle,3.7764,4.4405,0.032071,6.5789,2.2212,,,0.4671,2.8794,,,,,,,,,0.487045,,,,,,,,,
9/11/2005,middle,3.7779,4.4464,0.032194,6.5833,2.2212,,,0.4673,2.881,,,,,,,,,0.487163,,,,,,,,,
10/11/2005,middle,3.7779,4.4425,0.032101,6.5833,2.2193,,,0.4673,2.881,,,,,,,,,0.487021,,,,,,,,,
11/11/2005,middle,3.7779,4.415,0.032095,6.5746,2.2202,,,0.4675,2.8736,,,,,,,,,0.487187,,,,,,,,,
14/11/2005,middle,3.7793,4.4307,0.032013,6.5746,2.2202,,,0.4675,2.8802,,,,,,,,,0.487282,,,,,,,,,
15/11/2005,middle,3.7793,4.4209,0.031818,6.5746,2.2168,,,0.4677,2.8703,,,,,,,,,0.487211,,,,,,,,,
16/11/2005,middle,3.7793,4.4307,0.031774,6.5617,2.2212,,,0.4677,2.8694,,,,,,,,,0.487306,,,,,,,,,
17/11/2005,middle,3.7793,4.4131,0.031764,6.4977,2.2202,,,0.4678,2.8531,,,,,,,,,0.487329,,,,,,,,,
18/11/2005,middle,3.7793,4.4425,0.031796,6.502,2.2227,,,0.4677,2.8686,,,,,,,,,0.487448,,,,,,,,,
21/11/2005,middle,3.7793,4.4484,0.031679,6.4851,2.2227,,,0.4678,2.8736,,,,,,,,,0.487448,,,,,,,,,
22/11/2005,middle,3.7793,4.4346,0.031756,6.4893,2.2237,,,0.4678,2.8662,,,,,,,,,0.487472,,,,,,,,,
23/11/2005,middle,3.7793,4.4583,0.031774,6.4977,2.2272,,,0.4677,2.8785,,,,,,,,,0.487448,,,,,,,,,
24/11/2005,middle,3.7779,4.4663,0.031862,6.5104,2.2341,,,0.4678,2.881,,,,,,,,,0.487353,,,,,,,,,
25/11/2005,middle,3.7793,4.4484,0.031695,6.5062,2.2341,,,0.468,2.8694,,,,,,,,,0.487496,,,,,,,,,
28/11/2005,middle,3.7793,4.4189,0.031561,6.4641,2.2292,,,0.4679,2.8588,,,,,,,,,0.487424,,,,,,,,,
29/11/2005,middle,3.7793,4.4803,0.031774,6.5317,2.2351,,,0.4678,2.8969,,,,,,,,,0.487401,,,,,,,,,
30/11/2005,middle,3.7793,4.4504,0.031593,6.4935,2.2316,,,0.4681,2.8769,,,,,,,,,0.487448,,,,,,,,,
1/12/2005,middle,3.7764,4.4524,0.031544,6.5274,2.2341,,,0.4675,2.8727,,,,,,,,,0.486926,,,,,,,,,
2/12/2005,middle,3.7793,4.4346,0.031335,6.5445,2.2346,,,0.468,2.8678,,,,,,,,,0.487329,,,,,,,,,
5/12/2005,middle,3.7793,4.4267,0.031216,6.5445,2.2366,,,0.468,2.8678,,,,,,,,,0.487424,,,,,,,,,
6/12/2005,middle,3.7807,4.4583,0.03126,6.5833,2.2416,,,0.4681,2.8927,,,,,,,,,0.487543,,,,,,,,,
7/12/2005,middle,3.7807,4.4563,0.031305,6.5789,2.2437,,,0.4683,2.8935,,,,,,,,,0.487543,,,,,,,,,
8/12/2005,middle,3.7764,4.4267,0.031239,6.5488,2.2401,,,0.4677,2.8752,,,,,,,,,0.486926,,,,,,,,,
9/12/2005,middle,3.7722,4.4484,0.031251,6.605,2.2396,,,0.467,2.896,,,,,,,,,0.486405,,,,,,,,,
12/12/2005,middle,3.7693,4.4484,0.031193,6.6094,2.2391,,,0.4669,2.8918,,,,,,,,,0.486192,,,,,,,,,
13/12/2005,middle,3.7722,4.5086,0.031454,6.6934,2.2467,,,0.4672,2.9257,,,,,,,,,0.486381,,,,,,,,,
14/12/2005,middle,3.7736,4.5106,0.031488,6.68,2.2563,,,0.4676,2.9206,,,,,,,,,0.486736,,,,,,,,,
15/12/2005,middle,3.7779,4.529,0.032146,6.6979,2.263,,,0.4682,2.9446,,,,,,,,,0.487353,,,,,,,,,
16/12/2005,middle,3.7764,4.5106,0.032628,6.6622,2.2635,,,0.468,2.9248,,,,,,,,,0.487187,,,,,,,,,
19/12/2005,middle,3.7793,4.5455,0.032634,6.6979,2.2696,,,0.4683,2.9317,,,,,,,,,0.487448,,,,,,,,,
20/12/2005,middle,3.7793,4.5372,0.032513,6.6622,2.2748,,,0.4683,2.9248,,,,,,,,,0.487496,,,,,,,,,
21/12/2005,middle,3.7793,4.4903,0.03232,6.6445,2.2691,,,0.4683,2.8918,,,,,,,,,0.48752,,,,,,,,,
22/12/2005,middle,3.7793,4.4743,0.032153,6.592,2.264,,,0.4682,2.8794,,,,,,,,,0.487543,,,,,,,,,
23/12/2005,middle,3.7793,4.4863,0.032389,6.5703,2.264,,,0.4681,2.8818,,,,,,,,,0.487472,,,,,,,,,
27/12/2005,middle,3.7793,4.4723,0.032314,6.5402,2.2676,,,0.4682,2.8736,,,,,,,,,0.487377,,,,,,,,,
28/12/2005,middle,3.7793,4.4803,0.032178,6.5402,2.266,,,0.4683,2.8752,,,,,,,,,0.487424,,,,,,,,,
29/12/2005,middle,3.7793,4.4803,0.03204,6.502,2.2681,,,0.4685,2.8744,,,,,,,,,0.48752,,,,,,,,,
30/12/2005,middle,3.7793,4.4783,0.032035,6.5189,2.2686,,,0.4685,2.876,,,,,,,,,0.487472,,,,,,,,,
3/1/2006,middle,3.7793,4.4743,0.032086,6.5104,2.2722,,,0.4684,2.8785,,,,,,,,,0.487401,,,,,,,,,
4/1/2006,middle,3.775,4.5434,0.032536,6.6007,2.2883,,,0.468,2.9308,,,,,,,,,0.486879,,,,,,,,,
5/1/2006,middle,3.7665,4.562,0.03238,6.6225,2.2873,,,0.4669,2.9499,,,,,,,,,0.485791,,,,,,,,,
6/1/2006,middle,3.7523,4.5455,0.032374,6.592,2.281,,,0.4654,2.9412,,,,,,,,,0.484004,,,,,,,,,
9/1/2006,middle,3.7495,4.5517,0.032899,6.6401,2.2941,,,0.4651,2.9516,,,,,,,,,0.483653,,,,,,,,,
11/1/2006,middle,3.7495,4.5208,0.032709,6.6094,2.292,,,0.465,2.9257,,,,,,,,,0.483653,,,,,,,,,
12/1/2006,middle,3.7439,4.5455,0.032768,6.6138,2.301,,,0.4642,2.9386,,,,,,,,,0.483045,,,,,,,,,
13/1/2006,middle,3.7439,4.5065,0.032647,6.592,2.2957,,,0.4644,2.9112,,,,,,,,,0.483068,,,,,,,,,
16/1/2006,middle,3.7369,4.5455,0.032788,6.6489,2.2989,,,0.4631,2.9326,,,,,,,,,0.481997,,,,,,,,,
17/1/2006,middle,3.7552,4.5351,0.032577,6.6269,2.2952,,,0.4656,2.9248,,,,,,,,,0.484285,,,,,,,,,
18/1/2006,middle,3.7552,4.5413,0.032452,6.6313,2.2962,,,0.4654,2.9291,,,,,,,,,0.484191,,,,,,,,,
19/1/2006,middle,3.7566,4.5413,0.032546,6.6138,2.3041,,,0.4655,2.9291,,,,,,,,,0.484402,,,,,,,,,
20/1/2006,middle,3.7509,4.5351,0.032466,6.592,2.2978,,,0.465,2.9189,,,,,,,,,0.483699,,,,,,,,,
23/1/2006,middle,3.7411,4.5704,0.032484,6.6445,2.3004,,,0.4643,2.9499,,,,,,,,,0.482393,,,,,,,,,
24/1/2006,middle,3.7495,4.6104,0.032737,6.6979,2.3121,,,0.4651,2.9789,,,,,,,,,0.483512,,,,,,,,,
25/1/2006,middle,3.7509,4.6041,0.032616,6.6934,2.3095,,,0.4654,2.9727,,,,,,,,,0.483559,,,,,,,,,
26/1/2006,middle,3.7481,4.5914,0.032423,6.689,2.3132,,,0.4649,2.9647,,,,,,,,,0.483255,,,,,,,,,
27/1/2006,middle,3.7481,4.5767,0.032238,6.6667,2.3063,,,0.4651,2.9507,,,,,,,,,0.483302,,,,,,,,,
3/2/2006,middle,3.7566,4.5455,0.031705,6.6845,2.3004,,,0.466,2.9231,,,,,,,,,0.484285,,,,,,,,,
6/2/2006,middle,3.7425,4.5065,0.031526,6.605,2.2936,,,0.4643,2.8969,,,,,,,,,0.482532,,,,,,,,,
7/2/2006,middle,3.7369,4.4723,0.031388,6.5317,2.292,,,0.4639,2.8719,,,,,,,,,0.481696,,,,,,,,,
8/2/2006,middle,3.7313,4.4703,0.031639,6.5104,2.292,,,0.4632,2.876,,,,,,,,,0.480954,,,,,,,,,
9/2/2006,middle,3.7313,4.4723,0.031521,6.5062,2.2894,,,0.4634,2.8785,,,,,,,,,0.4807,,,,,,,,,
10/2/2006,middle,3.7258,4.4603,0.03134,6.4893,2.2841,,,0.4626,2.8637,,,,,,,,,0.480054,,,,,,,,,
13/2/2006,middle,3.7216,4.4248,0.031627,6.4851,2.2873,,,0.4624,2.8458,,,,,,,,,0.479639,,,,,,,,,
14/2/2006,middle,3.7216,4.4287,0.031661,6.4809,2.2852,,,0.4626,2.845,,,,,,,,,0.479547,,,,,,,,,
15/2/2006,middle,3.7202,4.4326,0.031618,6.4558,2.2847,,,0.4624,2.845,,,,,,,,,0.47934,,,,,,,,,
16/2/2006,middle,3.723,4.4228,0.031561,6.4767,2.2841,,,0.4622,2.8393,,,,,,,,,0.479639,,,,,,,,,
17/2/2006,middle,3.7216,4.4287,0.031581,6.4725,2.2763,,,0.4623,2.8409,,,,,,,,,0.479478,,,,,,,,,
20/2/2006,middle,3.7189,4.4425,0.031489,6.4809,2.28,,,0.4618,2.8417,,,,,,,,,0.479317,,,,,,,,,
21/2/2006,middle,3.7189,4.4346,0.031397,6.4809,2.2826,,,0.4621,2.8409,,,,,,,,,0.479088,,,,,,,,,
22/2/2006,middle,3.7189,4.4326,0.031315,6.4935,2.281,,,0.462,2.8433,,,,,,,,,0.479134,,,,,,,,,
23/2/2006,middle,3.7175,4.4248,0.031393,6.4767,2.2789,,,0.4621,2.8337,,,,,,,,,0.479042,,,,,,,,,
24/2/2006,middle,3.7161,4.4307,0.031857,6.5104,2.2883,,,0.4618,2.8409,,,,,,,,,0.478881,,,,,,,,,
27/2/2006,middle,3.7133,4.3975,0.031932,6.4683,2.2862,,,0.4619,2.8114,,,,,,,,,0.478652,,,,,,,,,
28/2/2006,middle,3.712,4.3937,0.031924,6.4516,2.2873,,,0.4618,2.8043,,,,,,,,,0.478423,,,,,,,,,
1/3/2006,middle,3.712,4.4326,0.03205,6.5147,2.2899,,,0.4619,2.8345,,,,,,,,,0.478583,,,,,,,,,
2/3/2006,middle,3.7078,4.4209,0.031949,6.4893,2.2904,,,0.4616,2.8241,,,,,,,,,0.478011,,,,,,,,,
3/3/2006,middle,3.7064,4.4543,0.031791,6.4893,2.2957,,,0.4613,2.849,,,,,,,,,0.477715,,,,,,,,,
6/3/2006,middle,3.7051,4.4763,0.031796,6.5189,2.2852,,,0.4612,2.8686,,,,,,,,,0.477601,,,,,,,,,
7/3/2006,middle,3.7092,4.4484,0.031519,6.4767,2.28,,,0.4616,2.8506,,,,,,,,,0.477989,,,,,,,,,
8/3/2006,middle,3.7133,4.4092,0.031576,6.4433,2.2779,,,0.4619,2.8249,,,,,,,,,0.478469,,,,,,,,,
9/3/2006,middle,3.7175,4.4366,0.031577,6.4599,2.2815,,,0.4621,2.8433,,,,,,,,,0.479019,,,,,,,,,
10/3/2006,middle,3.723,4.4287,0.031457,6.4599,2.2836,,,0.4625,2.8297,,,,,,,,,0.479593,,,,,,,,,
13/3/2006,middle,3.7189,4.4366,0.031267,6.4267,2.2841,,,0.4624,2.8265,,,,,,,,,0.47918,,,,,,,,,
14/3/2006,middle,3.7189,4.4563,0.031392,6.4599,2.2894,,,0.462,2.8409,,,,,,,,,0.47918,,,,,,,,,
15/3/2006,middle,3.7092,4.4583,0.031528,6.4767,2.2857,,,0.461,2.849,,,,,,,,,0.478149,,,,,,,,,
16/3/2006,middle,3.7037,4.4663,0.031476,6.4725,2.2868,,,0.4609,2.8563,,,,,,,,,0.477281,,,,,,,,,
17/3/2006,middle,3.7023,4.5106,0.031758,6.5062,2.2899,,,0.4607,2.8727,,,,,,,,,0.477259,,,,,,,,,
20/3/2006,middle,3.7051,4.5106,0.031876,6.4977,2.291,,,0.4614,2.8694,,,,,,,,,0.477509,,,,,,,,,
21/3/2006,middle,3.6982,4.4903,0.031762,6.4851,2.2889,,,0.4606,2.8596,,,,,,,,,0.476667,,,,,,,,,
22/3/2006,middle,3.6969,4.4703,0.031498,6.4558,2.2826,,,0.4606,2.8409,,,,,,,,,0.476349,,,,,,,,,
23/3/2006,middle,3.6928,4.4524,0.031596,6.4433,2.2831,,,0.46,2.8249,,,,,,,,,0.475851,,,,,,,,,
24/3/2006,middle,3.6955,4.4228,0.031322,6.4103,2.28,,,0.4603,2.8066,,,,,,,,,0.476145,,,,,,,,,
27/3/2006,middle,3.69,4.4405,0.031563,6.435,2.2847,,,0.4597,2.8185,,,,,,,,,0.475624,,,,,,,,,
28/3/2006,middle,3.6928,4.4346,0.031712,6.4516,2.2805,,,0.4605,2.8217,,,,,,,,,0.475896,,,,,,,,,
29/3/2006,middle,3.6982,4.4366,0.031347,6.4433,2.2779,,,0.4611,2.8241,,,,,,,,,0.476531,,,,,,,,,
30/3/2006,middle,3.6941,4.4464,0.031387,6.4103,2.28,,,0.4604,2.8225,,,,,,,,,0.475964,,,,,,,,,
31/3/2006,middle,3.686,4.4843,0.031397,6.435,2.2769,,,0.4593,2.8409,,,,,,,,,0.474924,,,,,,,,,
3/4/2006,middle,3.6819,4.4524,0.031158,6.3857,2.2769,,,0.4593,2.8193,,,,,,,,,0.474473,,,,,,,,,
4/4/2006,middle,3.6805,4.4643,0.031211,6.398,2.2784,,,0.4591,2.8185,,,,,,,,,0.474383,,,,,,,,,
5/4/2006,middle,3.6751,4.5025,0.031306,6.4475,2.2847,,,0.4586,2.8474,,,,,,,,,0.473687,,,,,,,,,
6/4/2006,middle,3.6711,4.5086,0.031208,6.4309,2.2831,,,0.4584,2.8571,,,,,,,,,0.473171,,,,,,,,,
7/4/2006,middle,3.6684,4.4783,0.031129,6.4267,2.2836,,,0.4583,2.8417,,,,,,,,,0.472903,,,,,,,,,
10/4/2006,middle,3.6684,4.4444,0.031053,6.398,2.2836,,,0.458,2.8225,,,,,,,,,0.472947,,,,,,,,,
12/4/2006,middle,3.6684,4.4603,0.031103,6.4226,2.2789,,,0.458,2.8305,,,,,,,,,0.472813,,,,,,,,,
13/4/2006,middle,3.6724,4.4425,0.030998,6.4226,2.2774,,,0.4585,2.8265,,,,,,,,,0.473373,,,,,,,,,
14/4/2006,middle,3.6724,4.4444,0.030939,6.4309,2.2831,,,0.4581,2.8281,,,,,,,,,0.473373,,,,,,,,,
17/4/2006,middle,3.6684,4.4643,0.031028,6.4475,2.2868,,,0.4577,2.8393,,,,,,,,,0.472858,,,,,,,,,
18/4/2006,middle,3.667,4.4964,0.031121,6.4977,2.2899,,,0.4574,2.8678,,,,,,,,,0.472746,,,,,,,,,
19/4/2006,middle,3.6684,4.5331,0.031387,6.5402,2.2941,,,0.4573,2.8918,,,,,,,,,0.472903,,,,,,,,,
20/4/2006,middle,3.6643,4.5269,0.031184,6.5574,2.2915,,,0.4573,2.8877,,,,,,,,,0.472478,,,,,,,,,
21/4/2006,middle,3.663,4.5086,0.031144,6.5189,2.291,,,0.4572,2.8653,,,,,,,,,0.472322,,,,,,,,,
24/4/2006,middle,3.6536,4.5126,0.031565,6.5232,2.2962,,,0.4558,2.8703,,,,,,,,,0.47112,,,,,,,,,
25/4/2006,middle,3.6443,4.5106,0.031862,6.5104,2.2957,,,0.4546,2.8703,,,,,,,,,0.469991,,,,,,,,,
26/4/2006,middle,3.643,4.5269,0.031708,6.5147,2.292,,,0.4548,2.8736,,,,,,,,,0.469726,,,,,,,,,
27/4/2006,middle,3.635,4.529,0.031677,6.4935,2.2899,,,0.4535,2.8637,,,,,,,,,0.468779,,,,,,,,,
28/4/2006,middle,3.6245,4.5434,0.031707,6.5317,2.2889,,,0.4521,2.8777,,,,,,,,,0.467355,,,,,,,,,
2/5/2006,middle,3.6179,4.5496,0.031817,6.5963,2.2894,,,0.4517,2.9129,,,,,,,,,0.466679,,,,,,,,,
3/5/2006,middle,3.614,4.56,0.031881,6.6401,2.2915,,,0.451,2.9214,,,,,,,,,0.466027,,,,,,,,,
4/5/2006,middle,3.6101,4.562,0.031742,6.6445,2.2904,,,0.4506,2.9189,,,,,,,,,0.465636,,,,,,,,,
5/5/2006,middle,3.6075,4.5767,0.03175,6.6756,2.2852,,,0.4502,2.9369,,,,,,,,,0.465246,,,,,,,,,
8/5/2006,middle,3.5971,4.5767,0.032167,6.6934,2.2957,,,0.4491,2.9343,,,,,,,,,0.46408,,,,,,,,,
9/5/2006,middle,3.5945,4.5641,0.032275,6.6756,2.2936,,,0.449,2.9257,,,,,,,,,0.463779,,,,,,,,,
10/5/2006,middle,3.5855,4.5746,0.032245,6.689,2.2868,,,0.448,2.9377,,,,,,,,,0.462513,,,,,,,,,
11/5/2006,middle,3.5829,4.5704,0.032249,6.6578,2.2873,,,0.4476,2.9326,,,,,,,,,0.462171,,,,,,,,,
15/5/2006,middle,3.5868,4.6361,0.032645,6.7981,2.2841,,,0.4481,2.9967,,,,,,,,,0.462642,,,,,,,,,
16/5/2006,middle,3.6166,4.6318,0.032749,6.7981,2.2868,,,0.4518,2.9878,,,,,,,,,0.466505,,,,,,,,,
17/5/2006,middle,3.5829,4.6019,0.032702,6.7613,2.2805,,,0.4479,2.9656,,,,,,,,,0.462193,,,,,,,,,
18/5/2006,middle,3.6049,4.5935,0.03251,6.7889,2.2769,,,0.4507,2.97,,,,,,,,,0.464878,,,,,,,,,
19/5/2006,middle,3.6023,4.6275,0.032525,6.8166,2.2826,,,0.4499,2.9851,,,,,,,,,0.464576,,,,,,,,,
22/5/2006,middle,3.6311,4.6275,0.032421,6.8027,2.2821,,,0.4529,2.9789,,,,,,,,,0.468231,,,,,,,,,
23/5/2006,middle,3.6377,4.6751,0.032543,6.854,2.2904,,,0.4534,3.0166,,,,,,,,,0.469087,,,,,,,,,
24/5/2006,middle,3.6456,4.6598,0.032429,6.8493,2.2925,,,0.4547,3.0084,,,,,,,,,0.470057,,,,,,,,,
25/5/2006,middle,3.6496,4.6598,0.032369,6.8259,2.301,,,0.4552,3.0003,,,,,,,,,0.4705,,,,,,,,,
26/5/2006,middle,3.6417,4.6598,0.032604,6.8213,2.3079,,,0.4539,2.9913,,,,,,,,,0.469506,,,,,,,,,
29/5/2006,middle,3.647,4.6468,0.032461,6.7797,2.3089,,,0.4545,2.9753,,,,,,,,,0.470146,,,,,,,,,
30/5/2006,middle,3.6337,4.6339,0.032262,6.7568,2.2973,,,0.4531,2.9691,,,,,,,,,0.468516,,,,,,,,,
31/5/2006,middle,3.6245,4.6555,0.032282,6.8166,2.2967,,,0.4514,2.9869,,,,,,,,,0.467202,,,,,,,,,
