"Date","Price","Open","High","Low","Vol.","Change %"
"02/02/2021","963.41","956.61","963.41","953.63","163.32M","0.27%"
"02/01/2021","960.84","942.10","960.84","941.33","206.34M","4.21%"
"01/29/2021","922.06","938.32","938.32","917.62","164.54M","-0.20%"
"01/28/2021","923.93","916.09","924.37","904.75","169.75M","0.71%"
"01/27/2021","917.40","951.35","951.35","916.65","177.52M","-4.60%"
"01/26/2021","961.62","960.26","965.10","954.62","177.69M","0.75%"
"01/25/2021","954.50","958.12","967.03","946.64","203.68M","0.75%"
"01/22/2021","947.43","934.49","947.60","933.11","215.91M","0.88%"
"01/21/2021","939.21","943.68","944.33","932.82","237.13M","-0.73%"
"01/20/2021","946.15","938.15","946.49","930.47","199.48M","1.57%"
"01/19/2021","931.48","932.14","934.55","927.00","232.65M","1.21%"
"01/18/2021","920.33","917.91","920.65","911.85","171.80M","1.36%"
"01/15/2021","908.00","912.01","916.30","902.56","161.71M","-0.69%"
"01/14/2021","914.35","909.17","914.88","907.55","172.81M","1.57%"
"01/13/2021","900.24","905.45","907.45","897.92","131.84M","0.18%"
"01/12/2021","898.61","892.48","898.65","889.78","125.45M","1.50%"
"01/11/2021","885.33","885.77","888.43","882.08","150.84M","-1.27%"
"01/08/2021","896.71","917.30","917.38","884.82","166.20M","-2.01%"
"01/07/2021","915.07","904.78","915.07","904.33","146.92M","1.96%"
"01/06/2021","897.52","905.55","905.55","896.03","159.49M","-0.26%"
"01/05/2021","899.85","894.43","900.64","892.87","143.92M","1.22%"
"01/04/2021","889.04","897.42","900.34","882.15","157.91M","1.56%"
"12/31/2020","875.36","867.59","875.36","865.14","94.36M","1.17%"
"12/30/2020","865.26","863.61","867.05","860.45","110.83M","0.73%"
"12/29/2020","858.99","863.86","866.09","854.90","160.17M","1.56%"
"12/24/2020","845.78","841.68","845.78","838.54","71.77M","0.46%"
"12/23/2020","841.89","834.90","843.17","834.88","120.16M","1.44%"
"12/22/2020","829.97","829.49","830.63","825.03","111.96M","0.88%"
"12/21/2020","822.69","817.45","822.69","816.36","116.34M","0.80%"
"12/18/2020","816.20","819.50","820.46","814.62","133.91M","-0.09%"
"12/17/2020","816.93","810.37","817.73","809.66","162.92M","2.11%"
"12/16/2020","800.03","797.15","800.03","793.04","134.73M","1.11%"
"12/15/2020","791.24","788.39","791.24","784.75","92.21M","1.12%"
"12/14/2020","782.47","789.65","791.52","780.43","121.46M","0.28%"
"12/11/2020","780.30","777.01","782.62","776.35","129.39M","0.64%"
"12/10/2020","775.34","771.20","776.15","771.15","105.87M","0.62%"
"12/09/2020","770.55","787.20","787.39","769.62","160.17M","-2.09%"
"12/08/2020","787.02","788.66","790.63","782.44","149.84M","0.29%"
"12/07/2020","784.73","773.66","786.98","773.66","128.38M","2.03%"
"12/04/2020","769.11","772.70","772.70","767.45","102.50M","-0.02%"
"12/03/2020","769.30","770.41","772.62","766.60","97.97M","0.41%"
"12/02/2020","766.17","759.84","766.35","756.86","90.72M","1.20%"
"12/01/2020","757.11","758.47","760.87","754.00","114.65M","0.89%"
"11/30/2020","750.42","750.68","751.62","741.14","122.45M","0.16%"
"11/27/2020","749.20","740.34","749.20","739.88","75.84M","0.41%"
"11/26/2020","746.17","748.83","748.83","743.66","65.07M","-0.02%"
"11/25/2020","746.30","736.49","746.30","736.49","93.32M","1.54%"
"11/24/2020","734.95","743.98","743.98","730.78","128.32M","-1.18%"
"11/23/2020","743.69","748.05","749.82","738.34","119.99M","0.44%"
"11/20/2020","740.45","736.55","745.17","736.47","79.45M","1.51%"
"11/19/2020","729.44","724.88","732.12","724.44","87.01M","0.42%"
"11/18/2020","726.38","742.52","743.01","724.97","120.10M","-1.61%"
"11/17/2020","738.23","745.53","745.53","737.07","97.73M","-0.59%"
"11/16/2020","742.64","741.99","744.60","739.92","92.50M","0.85%"
"11/13/2020","736.37","736.17","738.16","734.98","90.25M","0.72%"
"11/12/2020","731.14","731.99","737.90","729.73","70.48M","0.40%"
"11/11/2020","728.25","730.52","731.45","726.44","61.93M","0.01%"
"11/10/2020","728.16","736.59","736.97","726.88","83.08M","-1.01%"
"11/09/2020","735.60","728.83","735.60","725.39","114.46M","-0.90%"
"11/06/2020","742.29","734.09","742.32","732.45","96.19M","2.04%"
"11/05/2020","727.43","707.25","727.43","707.25","99.38M","4.47%"
"11/04/2020","696.31","701.32","701.38","695.79","46.77M","-0.19%"
"11/03/2020","697.65","694.87","699.79","694.87","52.76M","0.93%"
"11/02/2020","691.23","691.09","691.41","687.50","62.68M","1.09%"
"10/30/2020","683.78","691.10","691.94","681.67","65.11M","-0.49%"
"10/29/2020","687.14","676.47","687.52","676.47","65.57M","1.36%"
"10/28/2020","677.93","695.89","695.89","676.63","95.95M","-4.26%"
"10/27/2020","708.10","705.27","708.49","703.67","68.23M","0.97%"
"10/26/2020","701.28","718.12","718.12","700.95","78.68M","-2.35%"
"10/23/2020","718.13","719.89","720.77","716.58","68.87M","0.19%"
"10/22/2020","716.79","709.85","717.01","706.32","85.22M","0.79%"
"10/21/2020","711.20","715.71","716.14","709.54","89.83M","-0.20%"
