"Date","Price","Open","High","Low","Vol.","Change %"
"11/04/2025","4,121.74","4,219.24","4,226.75","4,117.91","423.50K","-2.37%"
"11/03/2025","4,221.87","4,123.36","4,221.92","4,123.36","472.70K","2.78%"
"10/31/2025","4,107.50","4,083.25","4,122.09","4,059.74","408.30K","0.50%"
"10/30/2025","4,086.89","4,105.95","4,146.72","4,070.79","566.50K","0.14%"
"10/29/2025","4,081.15","4,061.54","4,084.09","4,014.84","466.90K","1.76%"
"10/28/2025","4,010.41","4,010.47","4,018.22","3,972.56","408.20K","-0.80%"
"10/27/2025","4,042.83","3,999.79","4,042.83","3,999.79","517.00K","2.57%"
"10/24/2025","3,941.59","3,893.23","3,951.07","3,886.64","426.90K","2.50%"
"10/23/2025","3,845.56","3,835.79","3,902.21","3,822.33","423.60K","-0.98%"
"10/22/2025","3,883.68","3,827.23","3,883.68","3,794.52","597.20K","1.56%"
"10/21/2025","3,823.84","3,851.01","3,893.06","3,816.19","526.90K","0.24%"
"10/20/2025","3,814.69","3,775.40","3,814.69","3,728.38","410.10K","1.76%"
"10/17/2025","3,748.89","3,732.76","3,794.87","3,722.07","420.80K","0.01%"
"10/16/2025","3,748.37","3,675.82","3,748.37","3,675.82","495.80K","2.49%"
"10/15/2025","3,657.28","3,580.64","3,659.91","3,577.06","543.60K","2.68%"
"10/14/2025","3,561.81","3,604.12","3,646.77","3,535.52","734.10K","-0.63%"
"10/13/2025","3,584.55","3,550.08","3,584.55","3,522.54","408.00K","-0.72%"
"10/10/2025","3,610.60","3,598.11","3,617.86","3,569.44","407.40K","1.73%"
"10/02/2025","3,549.21","3,525.48","3,565.96","3,512.16","402.10K","2.70%"
"10/01/2025","3,455.83","3,444.06","3,459.74","3,440.42","493.60K","0.91%"
"09/30/2025","3,424.60","3,436.00","3,443.38","3,421.89","526.40K","-0.19%"
"09/29/2025","3,431.21","3,414.43","3,439.12","3,413.33","416.50K","1.33%"
"09/26/2025","3,386.05","3,440.39","3,441.91","3,365.73","399.20K","-2.45%"
"09/25/2025","3,471.11","3,458.98","3,479.42","3,454.08","293.10K","-0.03%"
"09/24/2025","3,472.14","3,492.03","3,497.95","3,442.41","287.10K","-0.40%"
"09/23/2025","3,486.19","3,489.46","3,494.49","3,467.83","358.30K","0.51%"
"09/22/2025","3,468.65","3,463.84","3,482.25","3,458.87","287.90K","0.68%"
"09/19/2025","3,445.24","3,461.23","3,467.89","3,434.61","348.80K","-0.46%"
"09/18/2025","3,461.30","3,432.77","3,461.30","3,422.77","391.20K","1.40%"
"09/17/2025","3,413.40","3,433.83","3,433.83","3,406.75","326.60K","-1.05%"
"09/16/2025","3,449.62","3,421.13","3,452.50","3,418.10","406.20K","1.24%"
"09/15/2025","3,407.31","3,407.78","3,420.23","3,391.33","378.90K","0.35%"
"09/12/2025","3,395.54","3,374.65","3,395.54","3,362.86","448.90K","1.54%"
"09/11/2025","3,344.20","3,336.60","3,344.70","3,311.86","435.60K","0.90%"
"09/10/2025","3,314.53","3,272.20","3,317.77","3,272.07","564.70K","1.67%"
"09/09/2025","3,260.05","3,231.31","3,260.05","3,221.98","439.90K","1.26%"
"09/08/2025","3,219.59","3,209.81","3,221.14","3,206.34","372.30K","0.45%"
"09/05/2025","3,205.12","3,208.83","3,214.64","3,196.19","323.80K","0.13%"
"09/04/2025","3,200.83","3,188.84","3,205.61","3,185.49","286.30K","0.52%"
"09/03/2025","3,184.42","3,177.75","3,187.48","3,167.23","335.80K","0.38%"
"09/02/2025","3,172.35","3,155.73","3,174.16","3,151.93","310.70K","0.94%"
"09/01/2025","3,142.93","3,164.58","3,177.40","3,135.02","260.10K","-1.35%"
"08/29/2025","3,186.01","3,208.80","3,212.69","3,184.48","245.10K","-0.32%"
"08/28/2025","3,196.32","3,175.33","3,211.34","3,164.08","312.20K","0.29%"
"08/27/2025","3,187.16","3,185.87","3,189.31","3,165.77","281.70K","0.25%"
"08/26/2025","3,179.36","3,199.92","3,199.92","3,175.31","325.40K","-0.95%"
"08/25/2025","3,209.86","3,195.14","3,209.86","3,180.12","220.20K","1.30%"
"08/22/2025","3,168.73","3,165.41","3,181.95","3,159.45","236.80K","0.86%"
"08/21/2025","3,141.74","3,140.71","3,166.54","3,134.86","276.90K","0.37%"
"08/20/2025","3,130.09","3,121.52","3,132.83","3,079.27","335.30K","-0.68%"
"08/19/2025","3,151.56","3,185.04","3,185.48","3,142.48","285.30K","-0.81%"
"08/18/2025","3,177.28","3,202.63","3,206.77","3,177.28","326.10K","-1.50%"
"08/14/2025","3,225.66","3,226.52","3,239.55","3,210.83","441.50K","0.04%"
"08/13/2025","3,224.37","3,225.40","3,226.37","3,192.17","320.10K","1.08%"
"08/12/2025","3,189.91","3,209.75","3,242.17","3,189.58","373.20K","-0.53%"
"08/11/2025","3,206.77","3,220.72","3,223.23","3,199.90","305.00K","-0.10%"
"08/08/2025","3,210.01","3,220.58","3,227.28","3,198.31","341.40K","-0.55%"
"08/07/2025","3,227.68","3,214.81","3,227.68","3,200.28","327.00K","0.92%"
"08/06/2025","3,198.14","3,182.06","3,200.15","3,176.61","327.40K","0.00%"
"08/05/2025","3,198.00","3,187.15","3,212.31","3,174.23","273.40K","1.60%"
"08/04/2025","3,147.75","3,114.27","3,157.45","3,105.63","293.50K","0.91%"
"08/01/2025","3,119.41","3,210.32","3,210.32","3,117.92","507.80K","-3.88%"
"07/31/2025","3,245.44","3,275.78","3,288.26","3,227.46","540.30K","-0.28%"
"07/30/2025","3,254.47","3,233.31","3,269.40","3,227.28","338.10K","0.74%"
"07/29/2025","3,230.57","3,192.17","3,232.31","3,169.03","373.20K","0.66%"
"07/28/2025","3,209.52","3,228.61","3,228.61","3,180.18","502.70K","0.42%"
"07/25/2025","3,196.05","3,184.37","3,205.82","3,184.37","389.30K","0.18%"
"07/24/2025","3,190.45","3,209.43","3,237.97","3,183.05","425.50K","0.21%"
"07/23/2025","3,183.77","3,189.65","3,199.86","3,141.93","664.80K","0.44%"
"07/22/2025","3,169.94","3,210.12","3,220.27","3,155.25","378.50K","-1.27%"
"07/21/2025","3,210.81","3,191.11","3,211.14","3,188.87","343.90K","0.71%"
"07/18/2025","3,188.07","3,200.44","3,204.75","3,169.69","393.40K","-0.13%"
"07/17/2025","3,192.29","3,201.42","3,201.42","3,152.42","424.80K","0.19%"
"07/16/2025","3,186.38","3,207.48","3,209.20","3,178.42","531.50K","-0.90%"
"07/15/2025","3,215.28","3,194.82","3,216.01","3,183.83","419.70K","0.41%"
"07/14/2025","3,202.03","3,175.59","3,202.06","3,170.72","444.00K","0.83%"
"07/11/2025","3,175.77","3,186.35","3,216.69","3,170.46","465.30K","-0.23%"
"07/10/2025","3,183.23","3,144.14","3,183.23","3,133.81","596.60K","1.58%"
"07/09/2025","3,133.74","3,123.22","3,137.17","3,111.02","643.00K","0.60%"
"07/08/2025","3,114.95","3,071.74","3,115.86","3,066.03","745.80K","1.81%"
"07/07/2025","3,059.47","3,044.78","3,068.43","3,032.99","359.40K","0.17%"
"07/04/2025","3,054.28","3,122.28","3,123.84","3,052.91","520.80K","-1.99%"
"07/03/2025","3,116.27","3,100.33","3,116.27","3,085.98","539.10K","1.34%"
"07/02/2025","3,075.06","3,083.82","3,090.61","3,032.47","696.80K","-0.47%"
"07/01/2025","3,089.65","3,089.64","3,133.52","3,088.45","576.00K","0.58%"
"06/30/2025","3,071.70","3,072.75","3,086.00","3,063.42","464.20K","0.52%"
"06/27/2025","3,055.94","3,077.87","3,093.56","3,041.85","381.60K","-0.77%"
"06/26/2025","3,079.56","3,108.34","3,113.03","3,036.55","460.60K","-0.92%"
"06/25/2025","3,108.25","3,127.79","3,129.09","3,084.86","644.80K","0.15%"
"06/24/2025","3,103.64","3,061.14","3,105.04","3,061.14","579.20K","2.96%"
"06/23/2025","3,014.47","2,992.20","3,019.81","2,971.36","625.70K","-0.24%"
"06/20/2025","3,021.84","2,986.52","3,022.06","2,972.37","484.90K","1.48%"
"06/19/2025","2,977.74","2,989.56","2,996.04","2,954.47","433.30K","0.19%"
"06/18/2025","2,972.19","2,933.63","2,979.32","2,933.63","576.50K","0.74%"
"06/17/2025","2,950.30","2,959.93","2,998.62","2,925.79","939.60K","0.12%"
"06/16/2025","2,946.66","2,903.50","2,947.07","2,886.13","726.40K","1.80%"
"06/13/2025","2,894.62","2,930.57","2,932.38","2,877.07","931.70K","-0.87%"
"06/12/2025","2,920.03","2,909.99","2,934.31","2,909.99","713.70K","0.45%"
"06/11/2025","2,907.04","2,887.32","2,908.16","2,879.92","393.90K","1.23%"
"06/10/2025","2,871.85","2,872.62","2,885.67","2,849.67","508.20K","0.56%"
"06/09/2025","2,855.77","2,841.56","2,867.27","2,841.39","537.60K","1.55%"
"06/05/2025","2,812.05","2,790.33","2,831.11","2,787.76","556.00K","1.49%"
"06/04/2025","2,770.84","2,737.92","2,771.03","2,734.02","489.90K","2.66%"
"06/02/2025","2,698.97","2,692.91","2,719.87","2,685.14","323.60K","0.05%"
"05/30/2025","2,697.67","2,713.24","2,717.54","2,689.87","525.70K","-0.84%"
"05/29/2025","2,720.64","2,691.06","2,720.64","2,686.64","448.30K","1.89%"
"05/28/2025","2,670.15","2,648.86","2,692.47","2,643.50","405.50K","1.25%"
"05/27/2025","2,637.22","2,630.29","2,642.63","2,625.66","318.30K","-0.27%"
"05/26/2025","2,644.40","2,598.45","2,644.40","2,595.96","380.20K","2.02%"
"05/23/2025","2,592.09","2,603.57","2,604.14","2,589.51","434.00K","-0.06%"
"05/22/2025","2,593.67","2,614.66","2,616.53","2,588.09","358.10K","-1.22%"
"05/21/2025","2,625.58","2,615.90","2,633.41","2,614.73","371.50K","0.91%"
"05/20/2025","2,601.80","2,622.68","2,622.91","2,598.10","457.00K","-0.06%"
"05/19/2025","2,603.42","2,613.70","2,619.43","2,593.44","313.30K","-0.89%"
"05/16/2025","2,626.87","2,630.64","2,633.98","2,619.10","359.70K","0.21%"
"05/15/2025","2,621.36","2,634.50","2,643.83","2,618.08","339.60K","-0.73%"
"05/14/2025","2,640.57","2,625.36","2,646.01","2,619.15","390.50K","1.23%"
"05/13/2025","2,608.42","2,601.76","2,620.64","2,601.58","422.50K","0.04%"
"05/12/2025","2,607.33","2,593.94","2,607.33","2,585.60","409.70K","1.17%"
"05/09/2025","2,577.27","2,587.93","2,589.58","2,571.20","485.60K","-0.09%"
"05/08/2025","2,579.48","2,581.27","2,590.90","2,575.78","471.60K","0.22%"
"05/07/2025","2,573.80","2,577.04","2,581.85","2,559.17","546.80K","0.55%"
"05/02/2025","2,559.79","2,556.52","2,567.04","2,540.57","585.50K","0.12%"
"04/30/2025","2,556.61","2,561.04","2,570.83","2,544.46","487.50K","-0.34%"
"04/29/2025","2,565.42","2,550.25","2,571.41","2,542.25","547.10K","0.65%"
"04/28/2025","2,548.86","2,551.23","2,558.69","2,541.97","454.10K","0.10%"
"04/25/2025","2,546.30","2,544.59","2,553.33","2,534.94","403.50K","0.95%"
"04/24/2025","2,522.33","2,525.34","2,530.61","2,507.21","327.90K","-0.13%"
"04/23/2025","2,525.56","2,520.56","2,526.72","2,507.10","538.10K","1.57%"
"04/22/2025","2,486.64","2,481.18","2,494.59","2,476.14","416.70K","-0.07%"
"04/21/2025","2,488.42","2,486.38","2,498.84","2,479.23","429.00K","0.20%"
"04/18/2025","2,483.42","2,473.30","2,486.37","2,466.90","451.00K","0.53%"
"04/17/2025","2,470.41","2,451.70","2,473.24","2,447.40","601.70K","0.94%"
"04/16/2025","2,447.43","2,472.78","2,475.83","2,442.72","613.20K","-1.21%"
"04/15/2025","2,477.41","2,464.51","2,482.56","2,461.23","560.30K","0.88%"
"04/14/2025","2,455.89","2,454.28","2,465.56","2,449.48","488.60K","0.95%"
"04/11/2025","2,432.72","2,400.74","2,433.18","2,394.25","369.70K","-0.50%"
"04/10/2025","2,445.06","2,395.13","2,445.06","2,391.39","670.40K","6.60%"
"04/09/2025","2,293.70","2,329.99","2,337.58","2,284.72","699.60K","-1.74%"
"04/08/2025","2,334.23","2,381.20","2,381.31","2,328.94","557.00K","0.26%"
"04/07/2025","2,328.20","2,359.25","2,369.40","2,327.01","619.50K","-5.57%"
"04/04/2025","2,465.42","2,450.49","2,506.71","2,438.02","695.10K","-0.86%"
"04/03/2025","2,486.70","2,437.43","2,488.92","2,437.43","480.10K","-0.76%"
"04/02/2025","2,505.86","2,525.62","2,532.15","2,499.83","515.60K","-0.62%"
"04/01/2025","2,521.39","2,511.24","2,530.61","2,494.43","453.40K","1.62%"
"03/31/2025","2,481.12","2,513.44","2,514.22","2,479.46","391.60K","-3.00%"
"03/28/2025","2,557.98","2,592.63","2,592.63","2,549.26","513.60K","-1.89%"
"03/27/2025","2,607.15","2,620.28","2,633.03","2,603.41","403.30K","-1.39%"
"03/26/2025","2,643.94","2,628.09","2,649.15","2,618.05","507.90K","1.08%"
"03/25/2025","2,615.81","2,653.04","2,654.63","2,612.74","439.30K","-0.62%"
"03/24/2025","2,632.07","2,636.43","2,648.82","2,629.38","372.40K","-0.42%"
"03/21/2025","2,643.13","2,633.90","2,645.82","2,617.78","497.50K","0.23%"
"03/20/2025","2,637.10","2,648.16","2,650.72","2,629.20","455.00K","0.32%"
"03/19/2025","2,628.62","2,613.48","2,642.83","2,613.48","653.30K","0.62%"
"03/18/2025","2,612.34","2,627.27","2,638.56","2,606.91","555.50K","0.06%"
"03/17/2025","2,610.69","2,588.32","2,610.69","2,587.52","396.60K","1.73%"
"03/14/2025","2,566.36","2,565.18","2,576.74","2,559.24","362.30K","-0.28%"
"03/13/2025","2,573.64","2,598.06","2,600.07","2,561.02","427.30K","-0.05%"
"03/12/2025","2,574.82","2,552.60","2,579.69","2,541.66","401.60K","1.47%"
"03/11/2025","2,537.60","2,516.69","2,547.88","2,505.91","399.00K","-1.28%"
"03/10/2025","2,570.39","2,555.40","2,579.76","2,549.99","435.70K","0.27%"
"03/07/2025","2,563.48","2,553.44","2,575.48","2,541.49","567.20K","-0.49%"
"03/06/2025","2,576.16","2,573.55","2,583.65","2,565.57","609.60K","0.70%"
"03/05/2025","2,558.13","2,548.45","2,561.47","2,535.18","569.40K","1.16%"
"03/04/2025","2,528.92","2,522.20","2,548.78","2,513.31","484.10K","-0.15%"
"02/28/2025","2,532.78","2,585.61","2,586.78","2,531.24","588.60K","-3.39%"
"02/27/2025","2,621.75","2,637.63","2,638.47","2,610.47","513.90K","-0.73%"
"02/26/2025","2,641.09","2,629.86","2,648.06","2,620.16","386.80K","0.41%"
"02/25/2025","2,630.29","2,617.64","2,641.49","2,617.12","410.30K","-0.57%"
"02/24/2025","2,645.27","2,636.12","2,645.27","2,626.88","536.40K","-0.35%"
"02/21/2025","2,654.58","2,653.76","2,656.04","2,638.44","444.70K","0.02%"
"02/20/2025","2,654.06","2,661.72","2,667.59","2,645.53","529.30K","-0.65%"
"02/19/2025","2,671.52","2,633.91","2,680.70","2,633.91","525.80K","1.70%"
"02/18/2025","2,626.81","2,613.25","2,628.47","2,605.15","422.00K","0.63%"
"02/17/2025","2,610.42","2,595.99","2,612.80","2,592.57","366.30K","0.75%"
