"Date","Price","Open","High","Low","Vol.","Change %"
"06/11/2026","3,987.01","3,979.71","3,997.48","3,958.44","1.02B","-0.16%"
"06/10/2026","3,993.23","3,985.12","4,006.31","3,963.44","598.70K","-0.42%"
"06/09/2026","4,010.03","3,977.54","4,010.87","3,955.91","576.60K","1.28%"
"06/08/2026","3,959.34","3,938.71","4,007.49","3,927.85","659.30K","-1.70%"
"06/05/2026","4,027.74","4,044.83","4,078.93","4,015.06","662.90K","-0.74%"
"06/04/2026","4,057.78","4,053.67","4,080.72","4,043.43","621.20K","-0.64%"
"06/03/2026","4,083.97","4,068.34","4,107.05","4,059.91","668.50K","0.22%"
"06/02/2026","4,075.10","4,061.46","4,089.57","4,032.58","642.20K","0.43%"
"06/01/2026","4,057.74","4,067.16","4,093.04","4,045.69","676.00K","-0.27%"
"05/29/2026","4,068.57","4,110.52","4,112.96","4,055.89","731.60K","-0.73%"
"05/28/2026","4,098.64","4,080.30","4,110.78","4,055.83","621.20K","0.12%"
"05/27/2026","4,093.73","4,138.81","4,153.56","4,077.62","660.50K","-1.25%"
"05/26/2026","4,145.37","4,137.32","4,150.29","4,104.46","654.80K","-0.17%"
"05/25/2026","4,152.57","4,126.34","4,153.88","4,119.80","615.90K","0.96%"
"05/22/2026","4,112.90","4,096.17","4,120.09","4,067.75","589.50K","0.87%"
"05/21/2026","4,077.28","4,174.38","4,199.53","4,074.22","727.20K","-2.04%"
"05/20/2026","4,162.19","4,152.70","4,169.85","4,139.98","624.20K","-0.18%"
"05/19/2026","4,169.54","4,122.96","4,170.29","4,108.00","617.60K","0.92%"
"05/18/2026","4,131.53","4,120.14","4,145.66","4,108.60","627.20K","-0.09%"
"05/15/2026","4,135.39","4,174.17","4,191.81","4,114.08","733.20K","-1.02%"
"05/14/2026","4,177.92","4,256.16","4,258.86","4,177.92","764.20K","-1.52%"
"05/13/2026","4,242.57","4,192.31","4,245.07","4,192.31","705.00K","0.67%"
"05/12/2026","4,214.49","4,229.28","4,230.18","4,199.34","719.00K","-0.25%"
"05/11/2026","4,225.02","4,201.35","4,229.58","4,186.08","762.70K","1.08%"
"05/08/2026","4,179.95","4,163.85","4,183.06","4,154.25","697.00K","-0.00%"
"05/07/2026","4,180.09","4,168.45","4,180.21","4,163.14","685.60K","0.48%"
"05/06/2026","4,160.17","4,135.45","4,166.15","4,129.91","701.20K","1.17%"
"04/30/2026","4,112.16","4,107.30","4,118.75","4,100.97","656.90K","0.11%"
"04/29/2026","4,107.51","4,061.82","4,112.15","4,061.82","614.20K","0.71%"
"04/28/2026","4,078.64","4,076.14","4,090.20","4,062.87","600.50K","-0.19%"
"04/27/2026","4,086.34","4,074.81","4,092.83","4,071.08","590.00K","0.16%"
"04/24/2026","4,079.90","4,081.03","4,092.61","4,061.15","605.00K","-0.33%"
"04/23/2026","4,093.25","4,110.79","4,114.84","4,070.46","671.20K","-0.32%"
"04/22/2026","4,106.26","4,074.81","4,106.84","4,074.68","582.50K","0.52%"
"04/21/2026","4,085.08","4,075.84","4,086.64","4,062.13","576.70K","0.07%"
"04/20/2026","4,082.13","4,053.38","4,083.19","4,051.69","589.80K","0.76%"
"04/17/2026","4,051.43","4,043.38","4,058.60","4,038.43","548.80K","-0.10%"
"04/16/2026","4,055.55","4,030.14","4,057.83","4,028.91","545.90K","0.70%"
"04/15/2026","4,027.21","4,039.47","4,050.62","4,020.90","569.50K","0.01%"
"04/14/2026","4,026.62","4,006.73","4,026.62","3,992.41","570.30K","0.95%"
"04/13/2026","3,988.56","3,971.20","3,991.26","3,966.20","545.80K","0.06%"
"04/10/2026","3,986.23","3,985.46","4,011.02","3,979.81","546.40K","0.51%"
"04/09/2026","3,966.17","3,967.63","3,979.13","3,955.25","541.60K","-0.72%"
"04/08/2026","3,995.00","3,930.25","3,995.00","3,926.25","644.10K","2.69%"
"04/07/2026","3,890.17","3,884.15","3,902.61","3,875.68","473.60K","0.26%"
"04/03/2026","3,880.10","3,927.59","3,929.53","3,871.30","492.70K","-1.00%"
"04/02/2026","3,919.28","3,940.80","3,952.58","3,900.12","544.20K","-0.74%"
"04/01/2026","3,948.55","3,939.57","3,955.94","3,929.92","564.60K","1.46%"
"03/31/2026","3,891.86","3,924.07","3,948.81","3,891.86","606.70K","-0.80%"
"03/30/2026","3,923.29","3,884.28","3,924.29","3,872.78","595.60K","0.24%"
"03/27/2026","3,913.72","3,852.09","3,924.11","3,852.09","561.30K","0.63%"
"03/26/2026","3,889.08","3,924.96","3,937.10","3,880.57","616.00K","-1.09%"
"03/25/2026","3,931.84","3,892.27","3,933.06","3,891.82","688.30K","1.30%"
"03/24/2026","3,881.28","3,849.63","3,881.42","3,807.99","680.60K","1.78%"
"03/23/2026","3,813.28","3,904.95","3,906.62","3,794.68","804.70K","-3.63%"
"03/20/2026","3,957.05","4,004.57","4,022.70","3,955.71","666.80K","-1.24%"
"03/19/2026","4,006.55","4,028.54","4,042.02","3,994.17","667.30K","-1.39%"
"03/18/2026","4,062.98","4,053.30","4,065.37","4,023.03","623.90K","0.32%"
"03/17/2026","4,049.91","4,086.29","4,108.40","4,049.58","678.80K","-0.85%"
"03/16/2026","4,084.79","4,092.25","4,096.13","4,048.09","732.20K","-0.26%"
"03/13/2026","4,095.45","4,117.57","4,134.08","4,086.85","792.10K","-0.81%"
"03/12/2026","4,129.10","4,133.20","4,141.65","4,103.16","786.20K","-0.10%"
"03/11/2026","4,133.43","4,123.67","4,135.84","4,112.80","707.70K","0.25%"
"03/10/2026","4,123.14","4,098.59","4,123.96","4,098.59","674.90K","0.65%"
"03/09/2026","4,096.60","4,098.70","4,106.53","4,052.54","797.80K","-0.67%"
"03/06/2026","4,124.19","4,085.90","4,129.46","4,085.90","646.80K","0.38%"
"03/05/2026","4,108.57","4,109.78","4,125.62","4,090.62","689.70K","0.64%"
"03/04/2026","4,082.47","4,087.63","4,106.04","4,055.41","765.20K","-0.98%"
